MovieID,number_of_ratings,average_rating,popularity,Title,Genres
83,33,3.696969696969697,0.0,Once Upon a Time... When We Were Colored (1995),Drama
84,21,3.0952380952380953,0.0,Last Summer in the Hamptons (1995),Comedy|Drama
85,194,3.402061855670103,0.0,Angels and Insects (1995),Drama|Romance
86,236,3.3940677966101696,0.0,White Squall (1996),Adventure|Drama
87,76,2.210526315789474,0.0,Dunston Checks In (1996),Children's|Comedy
88,192,2.9427083333333335,0.0,Black Sheep (1996),Comedy
89,229,3.074235807860262,0.0,Nick of Time (1995),Action|Thriller
90,6,3.6666666666666665,0.0,"Journey of August King, The (1995)",Drama
92,88,2.340909090909091,0.0,Mary Reilly (1996),Drama|Thriller
93,89,2.235955056179775,0.0,Vampire in Brooklyn (1995),Comedy|Romance
94,182,3.7252747252747254,0.0,Beautiful Girls (1996),Drama
95,638,2.876175548589342,0.0,Broken Arrow (1996),Action|Thriller
96,13,3.923076923076923,0.0,In the Bleak Midwinter (1995),Comedy
97,44,3.75,0.0,"Hate (Haine, La) (1995)",Drama
98,6,2.0,0.0,Shopping (1994),Action|Thriller
99,50,3.46,0.0,Heidi Fleiss: Hollywood Madam (1995),Documentary
100,128,3.0625,0.0,City Hall (1996),Drama|Thriller
101,253,3.869565217391304,0.0,Bottle Rocket (1996),Comedy
102,60,1.8166666666666667,0.0,Mr. Wrong (1996),Comedy
103,33,3.212121212121212,0.0,Unforgettable (1996),Thriller
104,682,3.526392961876833,0.0,Happy Gilmore (1996),Comedy
105,387,3.2325581395348837,0.0,"Bridges of Madison County, The (1995)",Drama|Romance
106,12,3.5833333333333335,0.0,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
107,256,3.1484375,0.0,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical
108,7,2.857142857142857,0.0,Catwalk (1995),Documentary
110,2443,4.234957020057307,4.234957020057307,Braveheart (1995),Action|Drama|War
111,1240,4.183870967741935,4.183870967741935,Taxi Driver (1976),Drama|Thriller
112,570,3.443859649122807,0.0,Rumble in the Bronx (1995),Action|Adventure|Crime
113,53,2.981132075471698,0.0,Before and After (1996),Drama|Mystery
114,11,3.090909090909091,0.0,Margaret's Museum (1995),Drama
116,41,4.097560975609756,0.0,Anne Frank Remembered (1995),Documentary
117,79,3.632911392405063,0.0,"Young Poisoner's Handbook, The (1995)",Crime
118,68,3.073529411764706,0.0,If Lucy Fell (1996),Comedy|Romance
119,13,2.4615384615384617,0.0,"Steal Big, Steal Little (1995)",Comedy
120,3,2.6666666666666665,0.0,Race the Sun (1996),Drama
121,37,4.054054054054054,0.0,"Boys of St. Vincent, The (1993)",Drama
122,194,2.768041237113402,0.0,Boomerang (1992),Comedy|Romance
123,115,3.869565217391304,0.0,Chungking Express (1994),Drama|Mystery|Romance
124,14,3.2142857142857144,0.0,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama
125,318,3.8333333333333335,0.0,Flirting With Disaster (1996),Comedy
126,99,1.9898989898989898,0.0,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy
127,1,1.0,0.0,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama
128,12,4.333333333333333,0.0,Jupiter's Wife (1994),Documentary
129,13,3.3076923076923075,0.0,Pie in the Sky (1995),Comedy|Romance
130,2,4.0,0.0,Angela (1995),Drama
131,16,3.0625,0.0,Frankie Starlight (1995),Drama|Romance
132,91,2.4945054945054945,0.0,Jade (1995),Thriller
133,1,1.0,0.0,Nueba Yol (1995),Comedy|Drama
134,2,4.0,0.0,Sonic Outlaws (1995),Documentary
135,133,2.81203007518797,0.0,Down Periscope (1996),Comedy
136,8,3.25,0.0,From the Journals of Jean Seberg (1995),Documentary
137,13,3.0,0.0,Man of the Year (1995),Documentary
138,2,2.5,0.0,"Neon Bible, The (1995)",Drama
139,1,4.0,0.0,Target (1995),Action|Drama
140,139,3.1654676258992804,0.0,Up Close and Personal (1996),Drama|Romance
141,682,3.5498533724340176,0.0,"Birdcage, The (1996)",Comedy
142,1,1.0,0.0,Shadows (Cienie) (1988),Drama
144,433,3.392609699769053,0.0,"Brothers McMullen, The (1995)",Comedy
145,362,3.2955801104972378,0.0,Bad Boys (1995),Action
146,18,2.888888888888889,0.0,"Amazing Panda Adventure, The (1995)",Adventure|Children's
147,181,3.541436464088398,0.0,"Basketball Diaries, The (1995)",Drama
148,23,2.782608695652174,0.0,"Awfully Big Adventure, An (1995)",Drama
149,47,3.7872340425531914,0.0,Amateur (1994),Crime|Drama|Thriller
150,1251,4.073541167066347,4.073541167066347,Apollo 13 (1995),Drama
151,554,3.588447653429603,0.0,Rob Roy (1995),Drama|Romance|War
152,69,3.0,0.0,"Addiction, The (1995)",Horror
153,777,2.642213642213642,0.0,Batman Forever (1995),Action|Adventure|Comedy|Crime
154,168,3.7261904761904763,0.0,Belle de jour (1967),Drama
155,87,3.413793103448276,0.0,Beyond Rangoon (1995),Drama|War
156,66,3.5606060606060606,0.0,Blue in the Face (1995),Comedy
157,187,2.732620320855615,0.0,Canadian Bacon (1994),Comedy|War
158,259,2.9806949806949805,0.0,Casper (1995),Adventure|Children's
159,116,3.2844827586206895,0.0,Clockers (1995),Drama
160,565,2.2389380530973453,0.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi
161,760,3.723684210526316,0.0,Crimson Tide (1995),Drama|Thriller|War
162,491,4.063136456211812,0.0,Crumb (1994),Documentary
163,540,3.4574074074074073,0.0,Desperado (1995),Action|Romance|Thriller
164,379,3.5672823218997363,0.0,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
165,825,3.561212121212121,0.0,Die Hard: With a Vengeance (1995),Action|Thriller
166,61,2.459016393442623,0.0,"Doom Generation, The (1995)",Comedy|Drama
167,5,3.6,0.0,Feast of July (1995),Drama
168,362,2.9502762430939224,0.0,First Knight (1995),Action|Adventure|Drama|Romance
169,113,2.017699115044248,0.0,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama
170,321,3.146417445482866,0.0,Hackers (1995),Action|Crime|Thriller
171,93,3.5698924731182795,0.0,Jeffrey (1995),Comedy
172,458,2.576419213973799,0.0,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
173,564,2.3085106382978724,0.0,Judge Dredd (1995),Action|Adventure|Sci-Fi
174,81,2.308641975308642,0.0,Jury Duty (1995),Comedy
175,220,3.477272727272727,0.0,Kids (1995),Drama
176,205,3.9170731707317072,0.0,Living in Oblivion (1995),Comedy
177,139,2.7338129496402876,0.0,Lord of Illusions (1995),Horror
178,19,3.473684210526316,0.0,Love & Human Remains (1993),Comedy
179,48,2.2083333333333335,0.0,Mad Love (1995),Drama|Romance
180,451,3.5476718403547673,0.0,Mallrats (1995),Comedy
181,93,1.6129032258064515,0.0,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's
182,49,3.142857142857143,0.0,Moonlight and Valentino (1995),Drama|Romance
183,29,3.4827586206896552,0.0,Mute Witness (1994),Thriller
184,26,3.3461538461538463,0.0,Nadja (1994),Drama
185,569,2.869947275922671,0.0,"Net, The (1995)",Sci-Fi|Thriller
186,211,2.7630331753554502,0.0,Nine Months (1995),Comedy
187,105,3.238095238095238,0.0,Party Girl (1995),Comedy
188,190,3.221052631578947,0.0,"Prophecy, The (1995)",Horror
189,15,3.4,0.0,Reckless (1995),Comedy
190,100,3.75,0.0,Safe (1995),Thriller
191,75,2.466666666666667,0.0,"Scarlet Letter, The (1995)",Drama
192,2,3.0,0.0,"Show, The (1995)",Documentary
193,217,2.0506912442396312,0.0,Showgirls (1995),Drama
194,213,3.755868544600939,0.0,Smoke (1995),Drama
195,164,2.841463414634146,0.0,Something to Talk About (1995),Comedy|Drama|Romance
196,550,2.8236363636363637,0.0,Species (1995),Horror|Sci-Fi
197,17,3.0588235294117645,0.0,"Stars Fell on Henrietta, The (1995)",Drama
198,605,3.2958677685950413,0.0,Strange Days (1995),Action|Crime|Sci-Fi
199,117,3.8119658119658117,0.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical
200,12,2.4166666666666665,0.0,"Tie That Binds, The (1995)",Thriller
201,33,2.6363636363636362,0.0,Three Wishes (1995),Drama
202,30,2.5,0.0,Total Eclipse (1995),Drama|Romance
203,203,3.0541871921182264,0.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
204,203,2.9211822660098523,0.0,Under Siege 2: Dark Territory (1995),Action
205,85,3.611764705882353,0.0,Unstrung Heroes (1995),Comedy|Drama
206,82,3.6707317073170733,0.0,Unzipped (1995),Documentary
207,219,3.132420091324201,0.0,"Walk in the Clouds, A (1995)",Drama|Romance
208,651,2.6313364055299537,0.0,Waterworld (1995),Action|Adventure
209,52,2.4615384615384617,0.0,White Man's Burden (1995),Drama
210,41,3.1463414634146343,0.0,Wild Bill (1995),Western
211,34,3.5588235294117645,0.0,"Browning Version, The (1994)",Drama
212,14,1.9285714285714286,0.0,Bushwhacked (1995),Comedy
213,123,4.056910569105691,0.0,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama
214,28,4.25,0.0,Before the Rain (Pred dozhdot) (1994),Drama
215,160,3.80625,0.0,Before Sunrise (1995),Drama|Romance
216,355,3.183098591549296,0.0,Billy Madison (1995),Comedy
217,64,2.625,0.0,"Babysitter, The (1995)",Drama|Thriller
218,195,3.128205128205128,0.0,Boys on the Side (1995),Comedy|Drama
219,22,3.1818181818181817,0.0,"Cure, The (1995)",Drama
220,28,1.8214285714285714,0.0,Castle Freak (1995),Horror
222,329,3.547112462006079,0.0,Circle of Friends (1995),Drama|Romance
223,1412,3.946883852691218,3.946883852691218,Clerks (1994),Comedy
224,386,3.3911917098445596,0.0,Don Juan DeMarco (1995),Comedy|Drama|Romance
225,254,3.173228346456693,0.0,Disclosure (1994),Drama|Thriller
226,1,2.0,0.0,Dream Man (1995),Thriller
227,129,2.6744186046511627,0.0,Drop Zone (1994),Action
228,13,2.1538461538461537,0.0,Destiny Turns on the Radio (1995),Comedy
229,108,3.5,0.0,Death and the Maiden (1994),Drama|Thriller
230,349,3.4527220630372493,0.0,Dolores Claiborne (1994),Drama|Thriller
231,660,3.1924242424242424,0.0,Dumb & Dumber (1994),Comedy
232,346,4.07514450867052,0.0,Eat Drink Man Woman (1994),Comedy|Drama
233,235,3.6127659574468085,0.0,Exotica (1994),Drama
234,147,2.2244897959183674,0.0,Exit to Eden (1994),Comedy
235,927,3.696871628910464,0.0,Ed Wood (1994),Comedy|Drama
236,326,3.303680981595092,0.0,French Kiss (1995),Comedy|Romance
237,257,2.972762645914397,0.0,Forget Paris (1995),Comedy|Romance
238,32,2.8125,0.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's
239,168,2.875,0.0,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance
240,45,2.7111111111111112,0.0,Hideaway (1995),Thriller
241,29,3.310344827586207,0.0,Fluke (1995),Children's|Drama
242,80,3.5,0.0,Farinelli: il castrato (1994),Drama|Musical
243,10,2.1,0.0,Gordy (1995),Comedy
244,10,1.9,0.0,Gumby: The Movie (1995),Animation|Children's
245,11,3.0,0.0,"Glass Shield, The (1994)",Crime|Drama
246,716,4.18854748603352,0.0,Hoop Dreams (1994),Documentary
247,477,3.8658280922431865,0.0,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller
248,138,2.9130434782608696,0.0,Houseguest (1994),Comedy
249,261,3.7586206896551726,0.0,Immortal Beloved (1994),Drama|Romance
250,30,2.6,0.0,Heavyweights (1994),Children's|Comedy
251,18,3.2777777777777777,0.0,"Hunted, The (1995)",Action
252,367,3.2697547683923704,0.0,I.Q. (1994),Comedy|Romance
253,738,3.524390243902439,0.0,Interview with the Vampire (1994),Drama|Horror
254,38,3.0789473684210527,0.0,Jefferson in Paris (1995),Drama
255,66,2.0606060606060606,0.0,"Jerky Boys, The (1994)",Comedy
256,218,2.6513761467889907,0.0,Junior (1994),Comedy|Sci-Fi
257,114,3.2280701754385963,0.0,Just Cause (1995),Mystery|Thriller
258,144,2.423611111111111,0.0,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance
259,102,2.843137254901961,0.0,Kiss of Death (1995),Crime|Drama|Thriller
260,2991,4.453694416583082,4.453694416583082,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
261,285,3.6491228070175437,0.0,Little Women (1994),Drama
262,172,3.872093023255814,0.0,"Little Princess, A (1995)",Children's|Drama
263,28,3.857142857142857,0.0,Ladybird Ladybird (1994),Drama
264,5,3.2,0.0,"Enfer, L' (1994)",Drama
265,772,3.9326424870466323,0.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
266,705,3.425531914893617,0.0,Legends of the Fall (1994),Drama|Romance|War|Western
267,140,2.7285714285714286,0.0,Major Payne (1994),Comedy
268,54,3.3703703703703702,0.0,Little Odessa (1994),Drama
269,55,3.5272727272727273,0.0,My Crazy Life (Mi vida loca) (1993),Drama
270,79,3.037974683544304,0.0,Love Affair (1994),Drama|Romance
271,63,3.142857142857143,0.0,Losing Isaiah (1995),Drama
272,383,3.7258485639686683,0.0,"Madness of King George, The (1994)",Drama
273,244,2.8975409836065573,0.0,Mary Shelley's Frankenstein (1994),Drama|Horror
274,24,2.375,0.0,Man of the House (1995),Comedy
275,80,2.5375,0.0,Mixed Nuts (1994),Comedy
276,228,2.692982456140351,0.0,Milk Money (1994),Comedy|Romance
277,170,3.1823529411764704,0.0,Miracle on 34th Street (1994),Drama
278,40,2.75,0.0,Miami Rhapsody (1995),Comedy
279,46,3.717391304347826,0.0,My Family (1995),Drama
280,212,3.5707547169811322,0.0,Murder in the First (1995),Drama|Thriller
281,233,3.648068669527897,0.0,Nobody's Fool (1994),Drama
282,215,3.2232558139534886,0.0,Nell (1994),Drama
283,18,3.0,0.0,New Jersey Drive (1995),Crime|Drama
286,1,3.0,0.0,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
287,21,2.9047619047619047,0.0,Nina Takes a Lover (1994),Comedy|Romance
288,700,3.144285714285714,0.0,Natural Born Killers (1994),Action|Thriller
289,158,3.3417721518987342,0.0,Only You (1994),Comedy|Romance
290,168,3.9166666666666665,0.0,Once Were Warriors (1994),Crime|Drama
291,48,2.2083333333333335,0.0,Poison Ivy II (1995),Thriller
292,733,3.2687585266030013,0.0,Outbreak (1995),Action|Drama|Thriller
293,923,4.106175514626218,0.0,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
294,42,3.0952380952380953,0.0,"Perez Family, The (1995)",Comedy|Romance
295,29,2.7586206896551726,0.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
296,2171,4.278212805158913,4.278212805158913,Pulp Fiction (1994),Crime|Drama
297,28,3.107142857142857,0.0,Panther (1995),Drama
298,23,3.9130434782608696,0.0,Pushing Hands (1992),Comedy
299,143,3.664335664335664,0.0,Priest (1994),Drama
300,705,3.7588652482269502,0.0,Quiz Show (1994),Drama
301,43,3.302325581395349,0.0,Picture Bride (1995),Drama|Romance
302,86,3.813953488372093,0.0,Queen Margot (La Reine Margot) (1994),Drama|Romance
303,418,2.9760765550239237,0.0,"Quick and the Dead, The (1995)",Action|Adventure|Western
304,35,3.142857142857143,0.0,Roommates (1995),Comedy|Drama
305,127,2.5039370078740157,0.0,Ready to Wear (Pret-A-Porter) (1994),Comedy
306,334,4.227544910179641,0.0,Three Colors: Red (1994),Drama
307,243,4.098765432098766,0.0,Three Colors: Blue (1993),Drama
308,202,3.9653465346534653,0.0,Three Colors: White (1994),Drama
309,48,3.6875,0.0,"Red Firecracker, Green Firecracker (1994)",Drama
310,6,2.6666666666666665,0.0,Rent-a-Kid (1995),Comedy
311,1,3.0,0.0,Relative Fear (1994),Horror|Thriller
312,112,2.4375,0.0,Stuart Saves His Family (1995),Comedy
313,54,2.888888888888889,0.0,"Swan Princess, The (1994)",Animation|Children's
314,300,3.85,0.0,"Secret of Roan Inish, The (1994)",Drama
315,153,2.65359477124183,0.0,"Specialist, The (1994)",Action
316,1116,3.490143369175627,3.490143369175627,Stargate (1994),Action|Adventure|Sci-Fi
317,641,3.1918876755070205,0.0,"Santa Clause, The (1994)",Children's|Comedy|Fantasy
318,2227,4.554557700942973,4.554557700942973,"Shawshank Redemption, The (1994)",Drama
319,273,3.8937728937728937,0.0,Shallow Grave (1994),Thriller
320,32,3.40625,0.0,Suture (1993),Film-Noir|Thriller
321,61,3.7540983606557377,0.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
322,209,3.712918660287081,0.0,Swimming with Sharks (1995),Comedy|Drama
324,33,3.9696969696969697,0.0,"Sum of Us, The (1994)",Comedy
325,49,2.4489795918367347,0.0,National Lampoon's Senior Trip (1995),Comedy
326,61,4.344262295081967,0.0,To Live (Huozhe) (1994),Drama
327,358,2.6145251396648046,0.0,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
328,144,3.111111111111111,0.0,Tales From the Crypt Presents: Demon Knight (1995),Horror
329,990,3.3767676767676766,0.0,Star Trek: Generations (1994),Action|Adventure|Sci-Fi
330,149,2.7315436241610738,0.0,Tales from the Hood (1995),Comedy|Horror
331,21,3.0952380952380953,0.0,Tom & Viv (1994),Drama
332,161,2.546583850931677,0.0,Village of the Damned (1995),Horror|Sci-Fi
333,410,3.502439024390244,0.0,Tommy Boy (1995),Comedy
334,114,3.8596491228070176,0.0,Vanya on 42nd Street (1994),Drama
335,41,3.4878048780487805,0.0,"Underneath, The (1995)",Mystery|Thriller
336,19,2.6842105263157894,0.0,"Walking Dead, The (1995)",Drama|War
337,693,3.8412698412698414,0.0,What's Eating Gilbert Grape (1993),Drama
338,221,2.8823529411764706,0.0,Virtuosity (1995),Sci-Fi|Thriller
339,673,3.49925705794948,0.0,While You Were Sleeping (1995),Comedy|Romance
340,84,3.2738095238095237,0.0,"War, The (1994)",Adventure|Drama
341,31,3.838709677419355,0.0,Double Happiness (1994),Drama
342,518,3.6776061776061777,0.0,Muriel's Wedding (1994),Comedy|Romance
343,42,2.4285714285714284,0.0,"Baby-Sitters Club, The (1995)",Children's
344,766,3.1488250652741514,0.0,Ace Ventura: Pet Detective (1994),Comedy
345,469,3.8059701492537314,0.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
346,120,3.525,0.0,Backbeat (1993),Drama|Musical
347,46,3.1739130434782608,0.0,Bitter Moon (1992),Drama
348,455,3.698901098901099,0.0,Bullets Over Broadway (1994),Comedy
349,1059,3.7261567516525025,3.7261567516525025,Clear and Present Danger (1994),Action|Adventure|Thriller
350,515,3.392233009708738,0.0,"Client, The (1994)",Drama|Mystery|Thriller
351,257,3.342412451361868,0.0,"Corrina, Corrina (1994)",Comedy|Drama|Romance
352,119,3.134453781512605,0.0,Crooklyn (1994),Comedy
353,734,3.4455040871934606,0.0,"Crow, The (1994)",Action|Romance|Thriller
354,67,3.1791044776119404,0.0,Cobb (1994),Drama
355,267,2.352059925093633,0.0,"Flintstones, The (1994)",Children's|Comedy
356,2194,4.087967183226983,4.087967183226983,Forrest Gump (1994),Comedy|Romance|War
357,1233,3.7437145174371453,3.7437145174371453,Four Weddings and a Funeral (1994),Comedy|Romance
358,141,3.1702127659574466,0.0,Higher Learning (1995),Drama
359,19,3.210526315789474,0.0,I Like It Like That (1994),Comedy|Drama|Romance
360,127,2.4960629921259843,0.0,I Love Trouble (1994),Action|Comedy
361,268,3.421641791044776,0.0,It Could Happen to You (1994),Drama|Romance
362,239,3.3640167364016738,0.0,"Jungle Book, The (1994)",Adventure|Children's|Romance
363,62,4.258064516129032,0.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary
364,1121,3.8608385370205176,3.8608385370205176,"Lion King, The (1994)",Animation|Children's|Musical
365,71,3.1690140845070425,0.0,Little Buddha (1993),Drama
366,251,2.8207171314741037,0.0,Wes Craven's New Nightmare (1994),Horror
367,1179,3.279050042408821,3.279050042408821,"Mask, The (1994)",Comedy|Crime|Fantasy
368,802,3.5236907730673317,0.0,Maverick (1994),Action|Comedy|Western
369,58,3.310344827586207,0.0,Mrs. Parker and the Vicious Circle (1994),Drama
370,412,2.8980582524271843,0.0,Naked Gun 33 1/3: The Final Insult (1994),Comedy
371,212,3.1792452830188678,0.0,"Paper, The (1994)",Comedy|Drama
372,428,3.1542056074766354,0.0,Reality Bites (1994),Comedy|Drama
373,258,3.856589147286822,0.0,Red Rock West (1992),Thriller
374,183,2.1147540983606556,0.0,Richie Rich (1994),Children's|Comedy
375,17,3.2941176470588234,0.0,Safe Passage (1994),Drama
376,350,3.2457142857142856,0.0,"River Wild, The (1994)",Action|Thriller
377,1650,3.5654545454545454,3.5654545454545454,Speed (1994),Action|Romance|Thriller
378,140,2.892857142857143,0.0,Speechless (1994),Comedy|Romance
379,436,2.889908256880734,0.0,Timecop (1994),Action|Sci-Fi
380,1400,3.6342857142857143,3.6342857142857143,True Lies (1994),Action|Adventure|Comedy|Romance
381,211,3.2606635071090047,0.0,When a Man Loves a Woman (1994),Drama
382,272,2.9338235294117645,0.0,Wolf (1994),Drama|Horror
383,270,3.2666666666666666,0.0,Wyatt Earp (1994),Western
384,40,2.9,0.0,Bad Company (1995),Action
385,10,3.4,0.0,"Man of No Importance, A (1994)",Drama
386,30,2.6,0.0,S.F.W. (1994),Drama
387,102,2.7450980392156863,0.0,"Low Down Dirty Shame, A (1994)",Action|Comedy
388,97,3.6391752577319587,0.0,Boys Life (1995),Drama
389,20,3.7,0.0,"Colonel Chabert, Le (1994)",Drama|Romance|War
390,59,3.542372881355932,0.0,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama
391,40,3.275,0.0,Jason's Lyric (1994),Crime|Drama
